epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,311.582,1.31038,0.80001,0.01078,0.62049,0.64264,0.62773,0.34805,1.49491,1.35162,0.01185,0.00128192,0.00128192,0.00128192
37,318.956,1.2905,0.79583,0.01069,0.68938,0.59536,0.63918,0.36317,1.5149,1.43131,0.01262,0.00127092,0.00127092,0.00127092
38,327.054,1.32029,0.78494,0.01114,0.72659,0.56715,0.6228,0.35708,1.45732,1.37607,0.01161,0.00125992,0.00125992,0.00125992
39,335.405,1.29984,0.80561,0.01033,0.6613,0.62331,0.6374,0.36814,1.4469,1.21956,0.0112,0.00124892,0.00124892,0.00124892
40,342.861,1.25994,0.75482,0.01016,0.62126,0.61319,0.61471,0.35147,1.47068,1.35389,0.01194,0.00123791,0.00123791,0.00123791
41,351.188,1.28564,0.75922,0.01026,0.69637,0.61995,0.66692,0.37018,1.38572,1.17636,0.01103,0.00122691,0.00122691,0.00122691
42,358.655,1.22371,0.70143,0.00949,0.71735,0.6209,0.65564,0.37005,1.42908,1.23731,0.01134,0.00121591,0.00121591,0.00121591
43,366.799,1.21998,0.70058,0.01023,0.68821,0.64248,0.65031,0.36014,1.43616,1.36335,0.01089,0.00120491,0.00120491,0.00120491
44,375.107,1.28091,0.74469,0.01036,0.65721,0.63427,0.6186,0.35987,1.38487,1.23625,0.01085,0.00119391,0.00119391,0.00119391
45,382.44,1.27767,0.71519,0.01113,0.66379,0.66464,0.6308,0.33822,1.5489,1.42539,0.01204,0.0011829,0.0011829,0.0011829
46,390.595,1.26553,0.70734,0.01075,0.7095,0.63469,0.6177,0.33991,1.45854,1.2558,0.01134,0.0011719,0.0011719,0.0011719
47,398.211,1.21051,0.69066,0.00939,0.70052,0.62445,0.67524,0.37367,1.48325,1.21458,0.01132,0.0011609,0.0011609,0.0011609
48,406.497,1.24891,0.77402,0.00993,0.69293,0.63493,0.66603,0.37402,1.37738,1.20783,0.0103,0.0011499,0.0011499,0.0011499
49,414.69,1.24953,0.76725,0.01004,0.66596,0.60203,0.60512,0.34107,1.41734,1.35223,0.01092,0.00113889,0.00113889,0.00113889
50,422.057,1.22378,0.70109,0.00986,0.71951,0.60677,0.66692,0.38322,1.51135,1.27118,0.01209,0.00112789,0.00112789,0.00112789
51,430.242,1.19642,0.69217,0.0104,0.71311,0.61751,0.67694,0.37019,1.43992,1.19117,0.01175,0.00111689,0.00111689,0.00111689
52,437.644,1.21908,0.69273,0.0094,0.67531,0.63149,0.64897,0.36937,1.43196,1.27267,0.01165,0.00110589,0.00110589,0.00110589
53,445.76,1.22848,0.68824,0.01062,0.6415,0.61699,0.62151,0.36179,1.40964,1.35325,0.01131,0.00109489,0.00109489,0.00109489
54,454.328,1.22013,0.72028,0.00983,0.68512,0.60585,0.57716,0.32037,1.39133,1.40551,0.01116,0.00108388,0.00108388,0.00108388
55,461.679,1.21377,0.67389,0.01015,0.70101,0.60353,0.61105,0.35436,1.43539,1.25087,0.01144,0.00107288,0.00107288,0.00107288
56,470.039,1.14105,0.63549,0.00914,0.69593,0.61054,0.62739,0.34998,1.49076,1.19628,0.01143,0.00106188,0.00106188,0.00106188
57,477.446,1.19923,0.65057,0.00923,0.66097,0.66612,0.63682,0.35877,1.43372,1.25571,0.01053,0.00105088,0.00105088,0.00105088
58,485.625,1.14228,0.59863,0.01044,0.71941,0.61849,0.65097,0.36199,1.46221,1.32281,0.01137,0.00103987,0.00103987,0.00103987
59,493.969,1.12659,0.63898,0.00949,0.73077,0.59947,0.64905,0.36725,1.42233,1.36177,0.01116,0.00102887,0.00102887,0.00102887
60,501.569,1.20844,0.63663,0.00982,0.66258,0.63768,0.64952,0.35977,1.49253,1.34574,0.01179,0.00101787,0.00101787,0.00101787
61,509.648,1.17555,0.61725,0.00919,0.67602,0.63038,0.61289,0.3424,1.45282,1.25356,0.01107,0.00100687,0.00100687,0.00100687
62,517.269,1.15195,0.6187,0.00897,0.63451,0.64218,0.59781,0.34937,1.43166,1.38564,0.01104,0.000995866,0.000995866,0.000995866
63,525.369,1.13985,0.60831,0.00914,0.69624,0.66006,0.61084,0.34818,1.39344,1.26356,0.01074,0.000984864,0.000984864,0.000984864
64,533.56,1.14041,0.60608,0.00846,0.70502,0.60651,0.6245,0.35225,1.45536,1.29787,0.01136,0.000973861,0.000973861,0.000973861
65,540.846,1.10682,0.57929,0.00758,0.69882,0.63226,0.63622,0.35646,1.47327,1.24911,0.01102,0.000962859,0.000962859,0.000962859
66,549.099,1.10461,0.55598,0.00892,0.69549,0.60296,0.59829,0.33383,1.44277,1.31669,0.01122,0.000951857,0.000951857,0.000951857
67,556.47,1.12352,0.57259,0.00889,0.6573,0.617,0.60683,0.35103,1.45241,1.30774,0.01097,0.000940855,0.000940855,0.000940855
68,564.752,1.10678,0.57892,0.00813,0.67555,0.58029,0.61882,0.36251,1.41866,1.40568,0.01092,0.000929853,0.000929853,0.000929853
69,573.036,1.05616,0.55386,0.00938,0.6455,0.57414,0.53745,0.31378,1.44265,1.57945,0.01088,0.00091885,0.00091885,0.00091885
70,580.455,1.08764,0.59867,0.00892,0.66699,0.6247,0.63383,0.36931,1.41812,1.37984,0.01091,0.000907848,0.000907848,0.000907848
71,588.603,1.04188,0.57278,0.00901,0.64035,0.6745,0.63128,0.35438,1.48286,1.2994,0.01133,0.000896846,0.000896846,0.000896846
72,596.009,1.01497,0.54622,0.00792,0.74006,0.68967,0.71751,0.40831,1.43186,1.2376,0.01064,0.000885844,0.000885844,0.000885844
73,603.995,1.04784,0.57286,0.00891,0.73189,0.69598,0.70431,0.39263,1.41349,1.33732,0.01071,0.000874842,0.000874842,0.000874842
74,612.343,1.0401,0.55696,0.00844,0.69198,0.65343,0.63531,0.35224,1.42678,1.41351,0.01071,0.000863839,0.000863839,0.000863839
75,619.613,1.09271,0.55901,0.00798,0.71977,0.58326,0.61878,0.34505,1.42235,1.43093,0.01095,0.000852837,0.000852837,0.000852837
76,627.61,1.06047,0.5586,0.00752,0.62539,0.64155,0.59705,0.33951,1.45237,1.52522,0.01087,0.000841835,0.000841835,0.000841835
77,634.977,1.04587,0.56635,0.00764,0.70428,0.62146,0.66538,0.38298,1.43204,1.36457,0.01107,0.000830833,0.000830833,0.000830833
78,642.987,1.01023,0.54632,0.00803,0.68526,0.61715,0.63483,0.36759,1.4313,1.35034,0.01085,0.000819831,0.000819831,0.000819831
79,651.134,1.02801,0.54109,0.0076,0.68008,0.63513,0.6277,0.35858,1.44184,1.31547,0.01117,0.000808828,0.000808828,0.000808828
80,658.493,1.03902,0.56693,0.00798,0.70027,0.63179,0.67449,0.37683,1.44597,1.30812,0.01116,0.000797826,0.000797826,0.000797826
81,666.621,1.03217,0.56946,0.00823,0.72468,0.56456,0.60309,0.34392,1.43914,1.39091,0.01104,0.000786824,0.000786824,0.000786824
82,674.082,1.07101,0.56383,0.0079,0.64774,0.63053,0.5795,0.32243,1.42854,1.35446,0.01088,0.000775822,0.000775822,0.000775822
83,682.133,0.99213,0.50856,0.00806,0.65018,0.6433,0.6337,0.36058,1.41441,1.23562,0.01068,0.00076482,0.00076482,0.00076482
84,690.311,1.04667,0.50965,0.00735,0.68405,0.5916,0.58855,0.33259,1.31648,1.37184,0.00993,0.000753817,0.000753817,0.000753817
85,697.589,1.01062,0.50618,0.00742,0.66788,0.60641,0.58856,0.33026,1.29347,1.42425,0.00973,0.000742815,0.000742815,0.000742815
86,705.712,0.96353,0.49296,0.00801,0.60535,0.67616,0.66269,0.37873,1.33319,1.34311,0.00995,0.000731813,0.000731813,0.000731813
87,712.962,0.96489,0.48355,0.00719,0.70643,0.62789,0.68106,0.39448,1.3418,1.27006,0.01025,0.000720811,0.000720811,0.000720811
88,721.267,1.02585,0.49618,0.00767,0.64167,0.67111,0.63899,0.35546,1.41308,1.26711,0.01045,0.000709809,0.000709809,0.000709809
89,729.519,0.97675,0.49608,0.00779,0.70672,0.62799,0.64987,0.37392,1.38728,1.26629,0.01067,0.000698806,0.000698806,0.000698806
90,736.932,0.95009,0.49082,0.00711,0.75733,0.62273,0.65485,0.37071,1.38088,1.24274,0.01046,0.000687804,0.000687804,0.000687804
91,744.928,0.95785,0.4664,0.00716,0.71363,0.60302,0.64725,0.35991,1.37965,1.32289,0.01038,0.000676802,0.000676802,0.000676802
92,752.33,0.91976,0.45926,0.00754,0.66222,0.63501,0.59053,0.34448,1.36376,1.5551,0.01035,0.0006658,0.0006658,0.0006658
93,760.425,0.89842,0.44314,0.00676,0.66145,0.64293,0.6173,0.35785,1.42075,1.37131,0.01136,0.000654798,0.000654798,0.000654798
94,768.805,0.90991,0.44595,0.00689,0.70003,0.62439,0.65381,0.37819,1.39798,1.44187,0.01093,0.000643795,0.000643795,0.000643795
95,776.1,0.93489,0.44569,0.00771,0.70441,0.62429,0.64081,0.36192,1.39719,1.39556,0.01081,0.000632793,0.000632793,0.000632793
96,784.075,0.88629,0.44239,0.00716,0.70421,0.63503,0.66035,0.37672,1.36935,1.35738,0.01036,0.000621791,0.000621791,0.000621791
97,791.254,0.92084,0.46799,0.00709,0.67844,0.65053,0.66477,0.38737,1.35214,1.29068,0.01056,0.000610789,0.000610789,0.000610789
98,799.355,0.91862,0.44849,0.00685,0.70013,0.63164,0.65569,0.38789,1.33978,1.27405,0.0101,0.000599787,0.000599787,0.000599787
99,807.334,0.96803,0.47482,0.00667,0.70383,0.61927,0.65371,0.37964,1.33453,1.3149,0.0101,0.000588784,0.000588784,0.000588784
100,815.065,0.90375,0.44673,0.00647,0.70675,0.61072,0.67246,0.37891,1.40088,1.32446,0.01095,0.000577782,0.000577782,0.000577782
101,823.069,0.95623,0.47729,0.00705,0.67248,0.63486,0.6529,0.36913,1.39307,1.40657,0.01108,0.00056678,0.00056678,0.00056678
102,830.42,0.90207,0.47162,0.00722,0.72854,0.60225,0.61092,0.3428,1.35675,1.52335,0.01045,0.000555778,0.000555778,0.000555778
103,838.395,0.86999,0.43323,0.0071,0.71722,0.61376,0.63186,0.36569,1.33885,1.40596,0.01026,0.000544776,0.000544776,0.000544776
104,846.105,0.85756,0.41384,0.00677,0.72505,0.62391,0.64756,0.37549,1.33901,1.46776,0.00985,0.000533773,0.000533773,0.000533773
105,853.799,0.86694,0.42527,0.00721,0.68319,0.63622,0.61999,0.36108,1.35184,1.41838,0.01012,0.000522771,0.000522771,0.000522771
106,861.945,0.9062,0.43569,0.00662,0.73133,0.59185,0.65444,0.37213,1.33604,1.45685,0.00959,0.000511769,0.000511769,0.000511769
107,869.457,0.87609,0.44081,0.0072,0.74748,0.57784,0.6394,0.36747,1.37035,1.4137,0.01034,0.000500767,0.000500767,0.000500767
108,877.684,0.84555,0.41808,0.00628,0.67439,0.60636,0.59542,0.33992,1.32973,1.59513,0.00988,0.000489765,0.000489765,0.000489765
109,885.49,0.91123,0.46663,0.00682,0.67742,0.61364,0.62387,0.36041,1.38736,1.51014,0.01061,0.000478762,0.000478762,0.000478762
110,893.289,0.83029,0.4192,0.00657,0.76343,0.60205,0.66537,0.37538,1.38284,1.45457,0.01057,0.00046776,0.00046776,0.00046776
111,901.38,0.86,0.43486,0.0063,0.76186,0.63227,0.66315,0.36994,1.36776,1.38177,0.01045,0.000456758,0.000456758,0.000456758
112,908.834,0.87808,0.41256,0.0063,0.73263,0.63115,0.62959,0.36065,1.34261,1.40932,0.01019,0.000445756,0.000445756,0.000445756
113,917.177,0.82761,0.41593,0.00673,0.70002,0.6458,0.6622,0.3744,1.35157,1.41224,0.01024,0.000434754,0.000434754,0.000434754
114,924.991,0.82436,0.40501,0.00581,0.74779,0.59005,0.6495,0.37416,1.32529,1.4342,0.00996,0.000423751,0.000423751,0.000423751
115,932.925,0.87188,0.40657,0.00579,0.72906,0.61724,0.66188,0.3788,1.35041,1.37769,0.01001,0.000412749,0.000412749,0.000412749
116,941.144,0.79994,0.39743,0.00627,0.65685,0.67685,0.68372,0.39529,1.3417,1.36098,0.01001,0.000401747,0.000401747,0.000401747
117,948.473,0.8258,0.39834,0.00624,0.6629,0.67594,0.68681,0.40001,1.33032,1.36529,0.0099,0.000390745,0.000390745,0.000390745
118,956.679,0.81568,0.40179,0.00621,0.70502,0.61404,0.67601,0.39237,1.35467,1.35781,0.01016,0.000379743,0.000379743,0.000379743
119,964.127,0.8305,0.44819,0.00619,0.77327,0.59173,0.66408,0.38344,1.31209,1.45873,0.00957,0.00036874,0.00036874,0.00036874
120,972.331,0.79519,0.427,0.00667,0.7605,0.59577,0.64232,0.37025,1.35714,1.45413,0.01016,0.000357738,0.000357738,0.000357738
121,980.486,0.78574,0.37948,0.00538,0.75025,0.59228,0.66668,0.39782,1.29717,1.48926,0.00935,0.000346736,0.000346736,0.000346736
122,987.901,0.79061,0.36803,0.00563,0.75513,0.62434,0.67722,0.40001,1.30955,1.35128,0.00989,0.000335734,0.000335734,0.000335734
123,996.025,0.76921,0.38973,0.00549,0.76312,0.60848,0.67408,0.3943,1.31872,1.3527,0.00982,0.000324732,0.000324732,0.000324732
124,1003.67,0.76609,0.37984,0.00535,0.68711,0.64932,0.65271,0.37791,1.33022,1.38227,0.01002,0.000313729,0.000313729,0.000313729
125,1011.7,0.78577,0.37012,0.00557,0.69883,0.65281,0.64438,0.37731,1.34251,1.36626,0.01031,0.000302727,0.000302727,0.000302727
126,1020.06,0.7677,0.35547,0.00539,0.72998,0.61194,0.65498,0.38023,1.36463,1.37996,0.01029,0.000291725,0.000291725,0.000291725
127,1027.48,0.77736,0.37728,0.00561,0.73818,0.61011,0.65381,0.38125,1.36472,1.44733,0.01043,0.000280723,0.000280723,0.000280723
128,1035.68,0.76627,0.36732,0.00592,0.69416,0.64832,0.64963,0.37296,1.34665,1.4642,0.01035,0.000269721,0.000269721,0.000269721
129,1043.3,0.76467,0.35974,0.00572,0.73273,0.61781,0.64727,0.37231,1.33872,1.48973,0.01026,0.000258718,0.000258718,0.000258718
130,1051.33,0.78394,0.38387,0.00565,0.73853,0.6136,0.64982,0.37473,1.31905,1.44648,0.01016,0.000247716,0.000247716,0.000247716
131,1059.57,0.74837,0.36803,0.00542,0.75035,0.58878,0.64997,0.37303,1.31174,1.42478,0.01,0.000236714,0.000236714,0.000236714
132,1067.21,0.76348,0.36116,0.00508,0.74817,0.59222,0.64882,0.37385,1.31939,1.37317,0.01006,0.000225712,0.000225712,0.000225712
133,1075.47,0.77152,0.37297,0.00575,0.74716,0.58299,0.64817,0.37683,1.34631,1.40193,0.01023,0.00021471,0.00021471,0.00021471
134,1082.93,0.69649,0.32953,0.00533,0.73906,0.58863,0.63809,0.37344,1.33431,1.40094,0.01004,0.000203707,0.000203707,0.000203707
135,1090.95,0.76451,0.36053,0.00531,0.71127,0.60708,0.64568,0.37716,1.34566,1.42212,0.01021,0.000192705,0.000192705,0.000192705
136,1099.32,0.75875,0.36844,0.00525,0.70374,0.61376,0.63731,0.37578,1.33965,1.44083,0.0101,0.000181703,0.000181703,0.000181703
137,1106.62,0.74722,0.35887,0.00566,0.72318,0.6209,0.63745,0.37356,1.33746,1.43026,0.01013,0.000170701,0.000170701,0.000170701
138,1114.81,0.73881,0.34247,0.00514,0.70812,0.63065,0.63011,0.37117,1.34281,1.45494,0.01021,0.000159699,0.000159699,0.000159699
139,1122.37,0.71424,0.344,0.0057,0.69017,0.62133,0.62703,0.3684,1.34501,1.43793,0.01016,0.000148696,0.000148696,0.000148696
140,1130.67,0.71255,0.33942,0.00498,0.70088,0.62713,0.63608,0.37199,1.33574,1.45218,0.01007,0.000137694,0.000137694,0.000137694
141,1140.64,0.65949,0.29235,0.00599,0.71157,0.61745,0.64987,0.38158,1.35137,1.40442,0.01021,0.000126692,0.000126692,0.000126692
142,1147.93,0.67636,0.27378,0.00549,0.71982,0.6223,0.65584,0.38295,1.35333,1.4154,0.01025,0.00011569,0.00011569,0.00011569
143,1156.02,0.66395,0.28079,0.00588,0.72866,0.61001,0.65219,0.38134,1.34865,1.42748,0.0102,0.000104688,0.000104688,0.000104688
144,1163.84,0.65743,0.28192,0.00603,0.71753,0.61355,0.64418,0.37661,1.34215,1.42916,0.01016,9.36854e-05,9.36854e-05,9.36854e-05
145,1171.83,0.63481,0.26696,0.00561,0.73516,0.60636,0.64562,0.37584,1.34095,1.44028,0.01021,8.26832e-05,8.26832e-05,8.26832e-05
146,1179.81,0.64493,0.25496,0.00558,0.70012,0.63352,0.64398,0.37183,1.34718,1.4531,0.01023,7.1681e-05,7.1681e-05,7.1681e-05
147,1187.02,0.63787,0.2454,0.00569,0.67842,0.636,0.64385,0.37279,1.34633,1.45576,0.01019,6.06788e-05,6.06788e-05,6.06788e-05
148,1195.05,0.61314,0.2419,0.00552,0.6753,0.64543,0.64416,0.37376,1.35178,1.4575,0.01021,4.96766e-05,4.96766e-05,4.96766e-05
149,1202.38,0.61726,0.25773,0.00531,0.68618,0.64197,0.6422,0.37185,1.35573,1.46449,0.01024,3.86744e-05,3.86744e-05,3.86744e-05
150,1210.47,0.62121,0.26629,0.00566,0.74739,0.57247,0.63816,0.37218,1.35706,1.45833,0.01026,2.76722e-05,2.76722e-05,2.76722e-05
