epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,450.053,1.18171,0.63053,0.00991,0.73167,0.58873,0.66247,0.37582,1.42193,1.3483,0.01075,0.000775822,0.000775822,0.000775822
56,458.138,1.07753,0.59379,0.00842,0.65847,0.64223,0.62444,0.34093,1.44142,1.34358,0.01054,0.000759318,0.000759318,0.000759318
57,465.596,1.12938,0.59794,0.00858,0.70661,0.61263,0.6454,0.35884,1.41603,1.30346,0.01005,0.000742815,0.000742815,0.000742815
58,473.551,1.07777,0.54117,0.00997,0.69244,0.64384,0.68608,0.3805,1.42886,1.32033,0.01062,0.000726312,0.000726312,0.000726312
59,480.812,1.07694,0.5898,0.00895,0.71381,0.62694,0.68843,0.39001,1.37724,1.31736,0.01061,0.000709809,0.000709809,0.000709809
60,488.994,1.14089,0.59932,0.00903,0.7492,0.59443,0.64963,0.36496,1.384,1.30684,0.01046,0.000693305,0.000693305,0.000693305
61,496.848,1.1026,0.55933,0.00856,0.67901,0.66518,0.66574,0.38586,1.36056,1.31535,0.00974,0.000676802,0.000676802,0.000676802
62,504.545,1.07801,0.56028,0.0081,0.72703,0.60995,0.6536,0.37442,1.3682,1.41932,0.0098,0.000660299,0.000660299,0.000660299
63,512.498,1.05639,0.53088,0.0084,0.67726,0.61443,0.61503,0.3522,1.37616,1.50934,0.00984,0.000643795,0.000643795,0.000643795
64,519.753,1.08052,0.55609,0.00791,0.69579,0.6023,0.60769,0.34072,1.44244,1.42995,0.01045,0.000627292,0.000627292,0.000627292
65,527.806,1.06069,0.52004,0.00709,0.65125,0.64104,0.61954,0.35535,1.38477,1.42443,0.01033,0.000610789,0.000610789,0.000610789
66,535.566,1.03557,0.52164,0.00824,0.69179,0.61525,0.62051,0.35076,1.40252,1.45075,0.01007,0.000594286,0.000594286,0.000594286
67,543.205,1.06631,0.50438,0.00838,0.74174,0.59164,0.63243,0.36083,1.43608,1.35577,0.01085,0.000577782,0.000577782,0.000577782
68,551.17,1.01468,0.49514,0.00734,0.68727,0.63128,0.62329,0.35434,1.40484,1.42982,0.01021,0.000561279,0.000561279,0.000561279
69,558.448,0.97857,0.48903,0.00851,0.65791,0.64855,0.61115,0.34619,1.40313,1.48717,0.00985,0.000544776,0.000544776,0.000544776
70,566.685,1.03266,0.52999,0.00831,0.67325,0.63969,0.6384,0.36656,1.34811,1.48186,0.00966,0.000528272,0.000528272,0.000528272
71,574.251,0.98036,0.50341,0.00835,0.68388,0.62434,0.62299,0.35914,1.40239,1.38417,0.01014,0.000511769,0.000511769,0.000511769
72,582.092,0.94994,0.48518,0.00726,0.671,0.64927,0.63747,0.36746,1.38847,1.36883,0.01,0.000495266,0.000495266,0.000495266
73,590.247,0.95516,0.49012,0.00796,0.68988,0.63556,0.62653,0.36558,1.4082,1.50532,0.01031,0.000478762,0.000478762,0.000478762
74,597.505,0.9614,0.48485,0.00768,0.69679,0.64911,0.65249,0.38024,1.38862,1.424,0.0102,0.000462259,0.000462259,0.000462259
75,605.512,0.99584,0.508,0.00714,0.75993,0.59927,0.66586,0.38325,1.36672,1.40936,0.0097,0.000445756,0.000445756,0.000445756
76,612.907,0.99154,0.48731,0.00691,0.70993,0.57173,0.61553,0.35579,1.40862,1.38833,0.0104,0.000429253,0.000429253,0.000429253
77,621.123,0.97341,0.50144,0.00682,0.68387,0.60327,0.60373,0.35122,1.40558,1.43163,0.0103,0.000412749,0.000412749,0.000412749
78,629.41,0.93779,0.45826,0.00727,0.69442,0.62409,0.64861,0.37449,1.36375,1.46855,0.00957,0.000396246,0.000396246,0.000396246
79,636.647,0.95925,0.47143,0.00693,0.70891,0.5894,0.62201,0.36469,1.37249,1.46396,0.00974,0.000379743,0.000379743,0.000379743
80,644.714,0.93,0.47307,0.00684,0.74534,0.59572,0.63958,0.37313,1.35976,1.44777,0.00957,0.000363239,0.000363239,0.000363239
81,652.027,0.93746,0.48753,0.00738,0.72325,0.62794,0.65862,0.38032,1.37518,1.41241,0.00945,0.000346736,0.000346736,0.000346736
82,660.287,0.9649,0.47979,0.00692,0.72198,0.61397,0.65264,0.38003,1.35621,1.3922,0.00944,0.000330233,0.000330233,0.000330233
83,668.401,0.90298,0.44617,0.00705,0.67577,0.62758,0.6313,0.36627,1.35979,1.47043,0.00964,0.000313729,0.000313729,0.000313729
84,676.096,0.97085,0.46417,0.00658,0.69926,0.59498,0.60752,0.3493,1.41104,1.47183,0.01047,0.000297226,0.000297226,0.000297226
85,684.221,0.90812,0.44582,0.00646,0.73814,0.60694,0.62886,0.36137,1.38189,1.40429,0.0101,0.000280723,0.000280723,0.000280723
86,691.489,0.86086,0.44065,0.007,0.71144,0.64309,0.65663,0.37976,1.38798,1.41715,0.00975,0.00026422,0.00026422,0.00026422
87,699.532,0.88712,0.42794,0.00642,0.74864,0.60801,0.66324,0.38719,1.36884,1.43694,0.00953,0.000247716,0.000247716,0.000247716
88,707.338,0.91423,0.44527,0.00663,0.70663,0.65863,0.64846,0.37395,1.35685,1.4379,0.0095,0.000231213,0.000231213,0.000231213
89,715.055,0.88381,0.43612,0.00676,0.7157,0.65184,0.63582,0.35566,1.36509,1.44636,0.00973,0.00021471,0.00021471,0.00021471
90,723.294,0.88043,0.41276,0.00637,0.74209,0.63805,0.63707,0.36549,1.33944,1.43765,0.00939,0.000198206,0.000198206,0.000198206
91,732.793,0.84627,0.36806,0.0077,0.72246,0.63144,0.63758,0.36288,1.36353,1.466,0.00972,0.000181703,0.000181703,0.000181703
92,740.978,0.79854,0.3437,0.00794,0.66159,0.65783,0.64553,0.35967,1.38906,1.49527,0.00994,0.0001652,0.0001652,0.0001652
93,749.139,0.81162,0.36255,0.00756,0.68542,0.64783,0.65242,0.36775,1.37961,1.51425,0.00994,0.000148696,0.000148696,0.000148696
94,756.4,0.7861,0.34176,0.00719,0.7131,0.62779,0.64297,0.36492,1.36701,1.47673,0.00981,0.000132193,0.000132193,0.000132193
95,764.479,0.80174,0.34549,0.00716,0.68843,0.63853,0.64036,0.36719,1.36983,1.46895,0.00992,0.00011569,0.00011569,0.00011569
96,771.801,0.75652,0.31038,0.00715,0.70921,0.63853,0.65098,0.3728,1.36328,1.45002,0.00972,9.91865e-05,9.91865e-05,9.91865e-05
97,779.899,0.80785,0.34311,0.00696,0.70449,0.62789,0.65223,0.37888,1.36599,1.45483,0.00968,8.26832e-05,8.26832e-05,8.26832e-05
98,787.717,0.76456,0.321,0.00644,0.70326,0.63144,0.64939,0.37575,1.36663,1.48968,0.00966,6.61799e-05,6.61799e-05,6.61799e-05
99,795.148,0.74899,0.31539,0.00635,0.70965,0.63116,0.65077,0.37641,1.36975,1.49091,0.00975,4.96766e-05,4.96766e-05,4.96766e-05
100,803.333,0.73259,0.31614,0.00679,0.70927,0.62789,0.64939,0.37641,1.37637,1.48544,0.00977,3.31733e-05,3.31733e-05,3.31733e-05
